,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image,unixTime,processedText,processedSummary
4759,3,False,"04 7, 2013",A1UQBFCERIP7VJ,B00DY59MB6,{'Size:': ' 16.9 Ounce'},Margaret P.,"Crest Pro-Health Smooth Mint Mouth Rinse falls into the category of refreshing, alcohol-free mouth washes.  It has a pleasant minty flavor.

The active ingredient is 0.07%  cetylpyridinium chloride, a quaternary ammonium cation antiseptic.  Research has shown that it has a small beneficial effect in treating gingivitis and preventing plaque and it is generally regarded as safe when used for short periods of time.  However, I do not think that using antibiotic agents on or in the body on a regular basis in the absence of an infection is a good practice because it interferes with normal, helpful bacteria and can cause health problems.  Oral microbiology in particular is complex and disturbing the natural balance of microorganisms could cause harmful species to proliferate.

I also prefer a stronger, more astringent mouthwash with fluoride.

So while I would recommend this mouthwash for people with gingivitis, I wouldn't recommend it for everyday use for people with healthy teeth and gums.","Mild minty flavor, alcohol-free",1365292800,3,,2013-04-07,"['crest', 'pro', 'health', 'smooth', 'mint', 'mouth', 'rinse', 'fall', 'category', 'refreshing', 'alcohol', 'free', 'mouth', 'wash', 'pleasant', 'minty', 'flavor', 'active', 'ingredient', 'cetylpyridinium', 'chloride', 'quaternary', 'ammonium', 'cation', 'antiseptic', 'research', 'shown', 'small', 'beneficial', 'effect', 'treating', 'gingivitis', 'preventing', 'plaque', 'generally', 'regarded', 'safe', 'used', 'short', 'period', 'time', 'however', 'think', 'using', 'antibiotic', 'agent', 'body', 'regular', 'basis', 'absence', 'infection', 'good', 'practice', 'interferes', 'normal', 'helpful', 'bacteria', 'cause', 'health', 'problem', 'oral', 'microbiology', 'particular', 'complex', 'disturbing', 'natural', 'balance', 'microorganism', 'could', 'cause', 'harmful', 'specie', 'proliferate', 'also', 'prefer', 'stronger', 'astringent', 'mouthwash', 'fluoride', 'would', 'recommend', 'mouthwash', 'people', 'gingivitis', 'wouldnnot', 'recommend', 'everyday', 'use', 'people', 'healthy', 'teeth', 'gum']","['mild', 'minty', 'flavor', 'alcohol', 'free']"
1291,4,False,"04 8, 2013",A1UQBFCERIP7VJ,B000NKJIXM,,Margaret P.,Crest Pro-Health Multiprotection Rinse in Cool Wintergreen has a pleasant wintergreen flavor but lacks the invigorating tingling that I enjoy because it is alcohol-free.  It does leave a little aftertaste and it doesn't have fluoride which is helpful for people with sensitive teeth.,"Nice minty flavor, no alcohol or fluoride",1365379200,,,2013-04-08,"['crest', 'pro', 'health', 'multiprotection', 'rinse', 'cool', 'wintergreen', 'pleasant', 'wintergreen', 'flavor', 'lack', 'invigorating', 'tingling', 'enjoy', 'alcohol', 'free', 'leave', 'little', 'aftertaste', 'doesnnot', 'fluoride', 'helpful', 'people', 'sensitive', 'teeth']","['nice', 'minty', 'flavor', 'alcohol', 'fluoride']"
4743,5,False,"12 4, 2013",A1UQBFCERIP7VJ,B00CZH3K1C,,Margaret P.,"The Crest + Oral-Professional Gingivitis Kit has an electric toothbrush plus timer and case, toothpaste, floss, and mouthwash in a disposable tote bag. There is a selection of four brush heads included, and I like the spinning head the best.  I have been using an Oral-B 1000 model for a few weeks so can compare it to this high-end 5000 model.

The charging base is nice, with no wall wart or metal contacts. At least when new, the battery will last for more than week of twice- or thrice-daily brushings. There are several brushing modes, including one for sensitive teeth and a mode with longer brushing times.  The sensitive mode is noticeably gentler.

This model will alert when a 30 or 45 second brushing time per quadrant has finished, by pulsing and with the little radio timer.  I don't really like the timer feature but it would be very helpful to teach a child how to brush; the visual reinforcement is effective.

The brush tips change easily but don't come off under use and they have colored rings to identify brush heads for multiple users. The handle is just the right size and has soft-touch plastic so it is comfortable and easy to grip. It really is waterproof because I have been using it in the shower with no problems. I would hesitate to actually immerse the bottom of the handle, though.

It is necessary to use a soft touch with these brushes; it is not pressure but the movement of the bristles that disturbs the plaque. Be especially careful if you have gum recession or crowns.  Fortunately, this model warns about using too much pressure.  I find this helpful.

There is an accessory that fits over the charging base to hold extra toothbrush heads which some may find useful as well as a carrying case.  I probably wouldn't bother with the weight and bulk when traveling and will continue to carry a manual toothbrush.

No complaints at all with this toothbrush except that the handle shows water and toothpaste residue and the heads are rather costly compared to a manual toothbrush. I do think it's worth the expense, though, for the ease in brushing, although the less-expensive models have the same basic features. An electric toothbrush would be especially helpful for anyone with arthritis in the hands.",Complete kit with 5000 model toothbrush,1386115200,,,2013-12-04,"['crest', 'oral', 'professional', 'gingivitis', 'kit', 'electric', 'toothbrush', 'plus', 'timer', 'case', 'toothpaste', 'floss', 'mouthwash', 'disposable', 'tote', 'bag', 'selection', 'four', 'brush', 'head', 'included', 'like', 'spinning', 'head', 'best', 'using', 'oral', 'b', 'model', 'week', 'compare', 'high', 'end', 'model', 'charging', 'base', 'nice', 'wall', 'wart', 'metal', 'contact', 'least', 'new', 'battery', 'last', 'week', 'twice', 'thrice', 'daily', 'brushing', 'several', 'brushing', 'mode', 'including', 'one', 'sensitive', 'teeth', 'mode', 'longer', 'brushing', 'time', 'sensitive', 'mode', 'noticeably', 'gentler', 'model', 'alert', 'second', 'brushing', 'time', 'per', 'quadrant', 'finished', 'pulsing', 'little', 'radio', 'timer', 'donnot', 'really', 'like', 'timer', 'feature', 'would', 'helpful', 'teach', 'child', 'brush', 'visual', 'reinforcement', 'effective', 'brush', 'tip', 'change', 'easily', 'donnot', 'come', 'use', 'colored', 'ring', 'identify', 'brush', 'head', 'multiple', 'user', 'handle', 'right', 'size', 'soft', 'touch', 'plastic', 'comfortable', 'easy', 'grip', 'really', 'waterproof', 'using', 'shower', 'problem', 'would', 'hesitate', 'actually', 'immerse', 'bottom', 'handle', 'though', 'necessary', 'use', 'soft', 'touch', 'brush', 'pressure', 'movement', 'bristle', 'disturbs', 'plaque', 'especially', 'careful', 'gum', 'recession', 'crown', 'fortunately', 'model', 'warns', 'using', 'much', 'pressure', 'find', 'helpful', 'accessory', 'fit', 'charging', 'base', 'hold', 'extra', 'toothbrush', 'head', 'may', 'find', 'useful', 'well', 'carrying', 'case', 'probably', 'wouldnnot', 'bother', 'weight', 'bulk', 'traveling', 'continue', 'carry', 'manual', 'toothbrush', 'complaint', 'toothbrush', 'except', 'handle', 'show', 'water', 'toothpaste', 'residue', 'head', 'rather', 'costly', 'compared', 'manual', 'toothbrush', 'think', 'itis', 'worth', 'expense', 'though', 'ease', 'brushing', 'although', 'le', 'expensive', 'model', 'basic', 'feature', 'electric', 'toothbrush', 'would', 'especially', 'helpful', 'anyone', 'arthritis', 'hand']","['complete', 'kit', 'model', 'toothbrush']"
4770,5,False,"08 26, 2014",A1UQBFCERIP7VJ,B00EYZY6LQ,,Margaret P.,"This thick foam conditioner has a complex scent dominated by citrus and mint.  It rinses cleanly and does add a bit of body to finer hair but is produce cotton-candy volume.

I would recommend starting out with a smaller amount than would seem necessary for the best results.","Pleasant scent, adds body",1409011200,,,2014-08-26,"['thick', 'foam', 'conditioner', 'complex', 'scent', 'dominated', 'citrus', 'mint', 'rinse', 'cleanly', 'add', 'bit', 'body', 'finer', 'hair', 'produce', 'cotton', 'candy', 'volume', 'would', 'recommend', 'starting', 'smaller', 'amount', 'would', 'seem', 'necessary', 'best', 'result']","['pleasant', 'scent', 'add', 'body']"
5216,5,False,"05 20, 2015",A1UQBFCERIP7VJ,B00N2WQ2IW,,Margaret P.,"This would be a good conditioner to use every day as it rinses cleanly but leaves the hair shiny and easy to brush.

The floral fragrance is very noticeable but fades.",Good conditioner,1432080000,,,2015-05-20,"['would', 'good', 'conditioner', 'use', 'every', 'day', 'rinse', 'cleanly', 'leaf', 'hair', 'shiny', 'easy', 'brush', 'floral', 'fragrance', 'noticeable', 'fade']","['good', 'conditioner']"
4154,5,False,"08 10, 2016",A1UQBFCERIP7VJ,B001ET7FZE,{'Style Name:': ' Bubble Fruit'},Margaret P.,"This toothpaste is a translucent gel with the sweet flavor and fragrance of old-fashioned bubble gum.  It is green rather than pink, which seems just as odd to me as purple ketchup.

The convenient pump dispenses the correct pea-sized dose that is recommended for brushing.  Children should still be supervised to make sure that they don't swallow the toothpaste to avoid fluoride toxicity.

The plastic container stands upright and holds 4.4 oz. or 124 g.  It has a cap that is easy to remove and replace but which smears any excess toothpaste left on the pump dispenser.  The dispenser opens and closes automatically so that the cap is not needed in routine use.  The safety-sealed containers that I received have an expiration date 16 months from receipt.

Active ingredient:  Sodium fluoride 0.24% (0.14% w/v fluoride ion).

Inactive ingredients:  Sorbitol, water, hydrated silica, PEG-12, cellulose gum, sodium lauryl sulfate, flavor, sodium saccharin, mica, titanium dioxide, D&C Yellow No. 10, FD&C Blue No. 1.",Bubble gum flavor,1470787200,,,2016-08-10,"['toothpaste', 'translucent', 'gel', 'sweet', 'flavor', 'fragrance', 'old', 'fashioned', 'bubble', 'gum', 'green', 'rather', 'pink', 'seems', 'odd', 'purple', 'ketchup', 'convenient', 'pump', 'dispenses', 'correct', 'pea', 'sized', 'dose', 'recommended', 'brushing', 'child', 'still', 'supervised', 'make', 'sure', 'donnot', 'swallow', 'toothpaste', 'avoid', 'fluoride', 'toxicity', 'plastic', 'container', 'stand', 'upright', 'hold', 'oz', 'g', 'cap', 'easy', 'remove', 'replace', 'smear', 'excess', 'toothpaste', 'left', 'pump', 'dispenser', 'dispenser', 'open', 'close', 'automatically', 'cap', 'needed', 'routine', 'use', 'safety', 'sealed', 'container', 'received', 'expiration', 'date', 'month', 'receipt', 'active', 'ingredient', 'sodium', 'fluoride', 'w', 'v', 'fluoride', 'ion', 'inactive', 'ingredient', 'sorbitol', 'water', 'hydrated', 'silica', 'cellulose', 'gum', 'sodium', 'lauryl', 'sulfate', 'flavor', 'sodium', 'saccharin', 'mica', 'titanium', 'dioxide', 'c', 'yellow', 'fd', 'c', 'blue']","['bubble', 'gum', 'flavor']"
4862,5,False,"09 7, 2017",A1UQBFCERIP7VJ,B00W259T7G,"{'Size:': ' 250 Gram', 'Color:': ' Verbena'}",Margaret P.,"Pr de Provence is known for the large blocks of savon de Marseille made with olive oil that are especially suited for use in the kitchen, but these newer artisanal bars are easier to handle.  They are made with vegetable oil only, no animal fat, and are quadruple-milled to last a long time.  They contain glycerin and shea butter as moisturizers, so that they don't dry out the skin as much as some soaps do.

The variety of fragrances is impressive, and they all smell so nice that its hard to decide on a favorite.  Agrumes (citrus) smells distinctly of grapefruit with lemony notes and the verbena smells as fresh as if you had just plucked a leaf from the bush and crushed it in your hand.  The almond, pomegranate, and mirabelle (plum) will make your mouth water.  The florals such as violette and angels trumpet are a pleasant change from  offensive artificial floral scents.  The milk, coconut, and green tea are more subdued fragrances and are a good choice for people who don't like strong fragrances.  They are all made with mostly natural ingredients, and some even have visible bits of almond, pomegranate, sage, etc.",Natural fragrances,1504742400,,,2017-09-07,"['pr', 'de', 'provence', 'known', 'large', 'block', 'savon', 'de', 'marseille', 'made', 'olive', 'oil', 'especially', 'suited', 'use', 'kitchen', 'newer', 'artisanal', 'bar', 'easier', 'handle', 'made', 'vegetable', 'oil', 'animal', 'fat', 'quadruple', 'milled', 'last', 'long', 'time', 'contain', 'glycerin', 'shea', 'butter', 'moisturizers', 'donnot', 'dry', 'skin', 'much', 'soap', 'variety', 'fragrance', 'impressive', 'smell', 'nice', 'hard', 'decide', 'favorite', 'agrumes', 'citrus', 'smell', 'distinctly', 'grapefruit', 'lemony', 'note', 'verbena', 'smell', 'fresh', 'plucked', 'leaf', 'bush', 'crushed', 'hand', 'almond', 'pomegranate', 'mirabelle', 'plum', 'make', 'mouth', 'water', 'florals', 'violette', 'angel', 'trumpet', 'pleasant', 'change', 'offensive', 'artificial', 'floral', 'scent', 'milk', 'coconut', 'green', 'tea', 'subdued', 'fragrance', 'good', 'choice', 'people', 'donnot', 'like', 'strong', 'fragrance', 'made', 'mostly', 'natural', 'ingredient', 'even', 'visible', 'bit', 'almond', 'pomegranate', 'sage', 'etc']","['natural', 'fragrance']"
2177,2,False,"10 9, 2017",A1UQBFCERIP7VJ,B0010ZBORW,{'Color:': ' Moisturizing Gloves'},Margaret P.,"These are typical inexpensive spa accessories, good for several uses but not particularly durable, in the case of the moisturizing gloves, and very susceptible to mold and mildew, in the case of the bath mitts.

The moisturizing gloves are stretchy, so they fit almost any adult hand and stay on all night.  They are made of  90% unbleached cotton with Spandex.

The body-loving bath mitt has a terry made of rayon (so-called bamboo fiber that is claimed to be naturally antibacterial, but which is neither) on one side for gentle smoothing and jute loops on the other for more aggressive exfoliation.

The boucl mitt has a stretchy, open weave of unidentified fiber to provide moderate exfoliation.

They are all slightly better than dollar store quality, but definitely not up to what I would expect from Pr de Provence.  I would at least expect proper labelling of the materials used in adherence with FTC regulations regarding rayon made from bamboo and no false claims, as a minimum.",Unknown and misidentified materials,1507507200,,,2017-10-09,"['typical', 'inexpensive', 'spa', 'accessory', 'good', 'several', 'us', 'particularly', 'durable', 'case', 'moisturizing', 'glove', 'susceptible', 'mold', 'mildew', 'case', 'bath', 'mitt', 'moisturizing', 'glove', 'stretchy', 'fit', 'almost', 'adult', 'hand', 'stay', 'night', 'made', 'unbleached', 'cotton', 'spandex', 'body', 'loving', 'bath', 'mitt', 'terry', 'made', 'rayon', 'called', 'bamboo', 'fiber', 'claimed', 'naturally', 'antibacterial', 'neither', 'one', 'side', 'gentle', 'smoothing', 'jute', 'loop', 'aggressive', 'exfoliation', 'boucl', 'mitt', 'stretchy', 'open', 'weave', 'unidentified', 'fiber', 'provide', 'moderate', 'exfoliation', 'slightly', 'better', 'dollar', 'store', 'quality', 'definitely', 'would', 'expect', 'pr', 'de', 'provence', 'would', 'least', 'expect', 'proper', 'labelling', 'material', 'used', 'adherence', 'ftc', 'regulation', 'regarding', 'rayon', 'made', 'bamboo', 'false', 'claim', 'minimum']","['unknown', 'misidentified', 'material']"
517,5,True,"09 4, 2017",A1O7LQP26XE36M,B0009RF9DW,{'Size:': ' 292'},Maria Mercedes Calzado,Nice!!,Five Stars,1504483200,17,,2017-09-04,['nice'],"['five', 'star']"
351,5,True,"04 4, 2017",AZ7LUSY20ZFSC,B001IKJOLW,"{'Size:': ' 10 B(M) US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}",Maria Morales,Very comfortable. I love wearing them.,Five Stars,1491264000,,,2017-04-04,"['comfortable', 'love', 'wearing']","['five', 'star']"
263,1,True,"08 29, 2017",AP8CWOZ30P4GH,B001IKJOLW,"{'Size:': ' 10.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Marie,Oops! I returned these because I ordered wrong size!,One Star,1503964800,,,2017-08-29,"['oops', 'returned', 'ordered', 'wrong', 'size']","['one', 'star']"
233,5,True,"03 13, 2016",A29WQLB8ACNZ5T,B00006L9LC,{'Size:': ' 511'},Marie Buckley,I use this product daily I love it.,Five Stars,1457827200,,,2016-03-13,"['use', 'product', 'daily', 'love']","['five', 'star']"
458,1,True,"09 11, 2016",A3SM5XENOINDNH,B001IKJOLW,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Marielys Rodrguez,After using this shoes seven times for regular activities like walking or dancing the sole came out. I am very disappointed. I don't recommend this product at all. The worse part is that I can not return this item because the return window closed 4 days ago.,Poor Quality. Don't buy.,1473552000,14.0,"['https://images-na.ssl-images-amazon.com/images/I/71F8+fVLrWL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71f2Jg+qVcL._SY88.jpg']",2016-09-11,"['using', 'shoe', 'seven', 'time', 'regular', 'activity', 'like', 'walking', 'dancing', 'sole', 'came', 'disappointed', 'donnot', 'recommend', 'product', 'worse', 'part', 'return', 'item', 'return', 'window', 'closed', 'day', 'ago']","['poor', 'quality', 'donnot', 'buy']"
356,1,True,"03 25, 2017",A2K5ZBX75J80TX,B001IKJOLW,"{'Size:': ' 9 D - Wide', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Marjorie A. Dunbar,Ordered 9(m) received 9 Wide for the second time. Returned them for the second time.,One Star,1490400000,,,2017-03-25,"['ordered', 'received', 'wide', 'second', 'time', 'returned', 'second', 'time']","['one', 'star']"
198,5,True,"02 14, 2018",A13W5DGU9QF721,B001IKJOLW,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Blue Tint/Green Glow/Hasta/White'}",Marjorie J. Moore,Love these comfy shoes. they fit like a glove.,Five Stars,1518566400,,,2018-02-14,"['love', 'comfy', 'shoe', 'fit', 'like', 'glove']","['five', 'star']"
35,4,True,"04 5, 2017",A3T8NHQYBQSV1X,B000YFSR5G,"{'Size:': ' Medium', 'Color:': ' Black'}",Mark,I only give four stars because the pants have no pockets.,Four Stars,1491350400,,,2017-04-05,"['give', 'four', 'star', 'pant', 'pocket']","['four', 'star']"
32,3,True,"04 18, 2017",A3T8NHQYBQSV1X,B000YFSR5G,"{'Size:': ' Medium', 'Color:': ' Navy'}",Mark,"The waist string broke first time trying them on. Luckily I don't really need the wast string but it would be nice if it did not break.

That being said the pants fit as expected and are comfortable. Probably shop around next time I make a sweatpant purchase.",Don't sweat the pants,1492473600,,,2017-04-18,"['waist', 'string', 'broke', 'first', 'time', 'trying', 'luckily', 'donnot', 'really', 'need', 'wast', 'string', 'would', 'nice', 'break', 'said', 'pant', 'fit', 'expected', 'comfortable', 'probably', 'shop', 'around', 'next', 'time', 'make', 'sweatpant', 'purchase']","['donnot', 'sweat', 'pant']"
497,4,True,"05 11, 2016",A10RXRZE0TAKPU,B001IKJOLW,"{'Size:': ' 10 D(M) US', 'Color:': ' Grey/Orange'}",Mark S,"The picture makes the shoe look like it has a ""boxier"" toe rather than the ""pointier"" toe that it actually has. I have wider feet and generally need to buy a size or half size longer to get a comfortable width (in any brand of shoe). I was shooting for a rounder, broader toe design which is more comfortable for me, and I feel that the pictures of this shoe didn't accurately depict what I received, in that one detail. Otherwise, ""the shoe fits."" So I am wearing it.",A bit pointier toe than depicted...,1462924800,,,2016-05-11,"['picture', 'make', 'shoe', 'look', 'like', 'boxier', 'toe', 'rather', 'pointier', 'toe', 'actually', 'wider', 'foot', 'generally', 'need', 'buy', 'size', 'half', 'size', 'longer', 'get', 'comfortable', 'width', 'brand', 'shoe', 'shooting', 'rounder', 'broader', 'toe', 'design', 'comfortable', 'feel', 'picture', 'shoe', 'didnnot', 'accurately', 'depict', 'received', 'one', 'detail', 'otherwise', 'shoe', 'fit', 'wearing']","['bit', 'pointier', 'toe', 'depicted']"
38,5,True,"12 21, 2016",A3VYM3NY7W4MX4,B0014CN8Y8,,MarkS,"This review is for Gardus RLE202 LintEater 10-Piece Rotary Dryer Vent Cleaning System

Weve been paying $75 per visit for the service guy from the appliance store to come every 4-5 months and clean the flexible duct thats routed in a less than optimal manner due to location and a variety of road blocks from the dryer to the outside wall.

We knew the time was coming for a cleaning when clothes didn't dry very well and right near the end when it REALLY needed cleaning, there would actually be water on the floor under the dryer.

I had to use some vacation days or lose them and was recently at home for the first time when he came. I watched the process and thought, *I* should be doing this if thats all it is!

I did my research, LintEater is pretty clearly the way to go and made my purchase. Youve got to love Amazon Prime!

Like with ANY product, you have weigh the number of positive reviews against the handful of bad ones. The bad reviews are likely from people who are mechanically challenged or didn't read the manual or watch YouTube videos to get an idea of how the process works.

The pictures of the twisted rod? Someone had one of more of these: Speed too high, clutch too high or didn't use a clutched drill at all, pushed against an impassable bend or obstruction on the vent pipe.

Disconnected or broke in the vent pipe? The rods cant come apart if you run the drill ONLY clockwise. Thats simple physics they simply cant come apart IF you use clockwise ONLY. The brush head broke or stripped out is going to be like the twisted rod; speed too high, clutch too high or didn't use a clutched drill at all, pushed against an impassable bend or obstruction on the vent pipe.

- CLOCKWISE ONLY for both going into and back out of the vent tube!

- My cordless drill is a Ridgid model R82005 3/8. The clutch goes from 0 to 16.5. It has a switch marked 1 & 2 for overall speed. I set the clutch to FOUR and the speed to ONE. You're not drilling holes or driving screws... you're not going as hard and fast as you can. Slow and easy wins this particular race.

- I put red Loctite thread locker on the threads attaching the rotary brush head to the rod AND to the set screw.

- As I added each section, I tightened them against each other with a pair of pliers on each section. THEN, I wrapped electrical tape a couple times around the joined sections. This is all just common sense insurance against disaster.

- The female ends of the rod that go into the drill chuck aren't knurled, but I had no problem with them spinning in the chuck. Slow speed and minimal torque are probably why this was not an issue.

NOTE: I didn't think Id need the extra rod extensions, but I do and came back to order them. To get this done for now, I had to do half from inside the house and half from outside.

- INSIDE the house, vent pipe disconnected from the dryer, I used the vent insert in the vent pipe end with a Ridgid 6HP shop vac and the cleaning tool rod through the provided hole in the insert. This worked fantastically well; I had to clean the vac filter a couple times due to all the lint.

- OUTSIDE the house, I didn't bother with the vacuum, figuring the birds would get whatever lint they found or the elements would just break it down pretty quickly. Turn the dryer ON to blow out the loosened lint as you clean the pipe, wear googles or something to keep the lint dust out of your eyes and off you go!",5 stars isn't enough to rate this product! It's saved me A LOT of money!,1482278400,15,,2016-12-21,"['review', 'gardus', 'linteater', 'rotary', 'dryer', 'vent', 'cleaning', 'system', 'weve', 'paying', 'per', 'visit', 'service', 'guy', 'appliance', 'store', 'come', 'every', 'month', 'clean', 'flexible', 'duct', 'thats', 'routed', 'le', 'optimal', 'manner', 'due', 'location', 'variety', 'road', 'block', 'dryer', 'outside', 'wall', 'knew', 'time', 'coming', 'cleaning', 'clothes', 'didnnot', 'dry', 'well', 'right', 'near', 'end', 'really', 'needed', 'cleaning', 'would', 'actually', 'water', 'floor', 'dryer', 'use', 'vacation', 'day', 'lose', 'recently', 'home', 'first', 'time', 'came', 'watched', 'process', 'thought', 'thats', 'research', 'linteater', 'pretty', 'clearly', 'way', 'go', 'made', 'purchase', 'youve', 'got', 'love', 'amazon', 'prime', 'like', 'product', 'weigh', 'number', 'positive', 'review', 'handful', 'bad', 'one', 'bad', 'review', 'likely', 'people', 'mechanically', 'challenged', 'didnnot', 'read', 'manual', 'watch', 'youtube', 'video', 'get', 'idea', 'process', 'work', 'picture', 'twisted', 'rod', 'someone', 'one', 'speed', 'high', 'clutch', 'high', 'didnnot', 'use', 'clutched', 'drill', 'pushed', 'impassable', 'bend', 'obstruction', 'vent', 'pipe', 'disconnected', 'broke', 'vent', 'pipe', 'rod', 'cant', 'come', 'apart', 'run', 'drill', 'clockwise', 'thats', 'simple', 'physic', 'simply', 'cant', 'come', 'apart', 'use', 'clockwise', 'brush', 'head', 'broke', 'stripped', 'going', 'like', 'twisted', 'rod', 'speed', 'high', 'clutch', 'high', 'didnnot', 'use', 'clutched', 'drill', 'pushed', 'impassable', 'bend', 'obstruction', 'vent', 'pipe', 'clockwise', 'going', 'back', 'vent', 'tube', 'cordless', 'drill', 'ridgid', 'model', 'clutch', 'go', 'switch', 'marked', 'overall', 'speed', 'set', 'clutch', 'four', 'speed', 'one', 'youare', 'drilling', 'hole', 'driving', 'screw', 'youare', 'going', 'hard', 'fast', 'slow', 'easy', 'win', 'particular', 'race', 'put', 'red', 'loctite', 'thread', 'locker', 'thread', 'attaching', 'rotary', 'brush', 'head', 'rod', 'set', 'screw', 'added', 'section', 'tightened', 'pair', 'plier', 'section', 'wrapped', 'electrical', 'tape', 'couple', 'time', 'around', 'joined', 'section', 'common', 'sense', 'insurance', 'disaster', 'female', 'end', 'rod', 'go', 'drill', 'chuck', 'arennot', 'knurled', 'problem', 'spinning', 'chuck', 'slow', 'speed', 'minimal', 'torque', 'probably', 'issue', 'note', 'didnnot', 'think', 'id', 'need', 'extra', 'rod', 'extension', 'came', 'back', 'order', 'get', 'done', 'half', 'inside', 'house', 'half', 'outside', 'inside', 'house', 'vent', 'pipe', 'disconnected', 'dryer', 'used', 'vent', 'insert', 'vent', 'pipe', 'end', 'ridgid', 'shop', 'vac', 'cleaning', 'tool', 'rod', 'provided', 'hole', 'insert', 'worked', 'fantastically', 'well', 'clean', 'vac', 'filter', 'couple', 'time', 'due', 'lint', 'outside', 'house', 'didnnot', 'bother', 'vacuum', 'figuring', 'bird', 'would', 'get', 'whatever', 'lint', 'found', 'element', 'would', 'break', 'pretty', 'quickly', 'turn', 'dryer', 'blow', 'loosened', 'lint', 'clean', 'pipe', 'wear', 'google', 'something', 'keep', 'lint', 'dust', 'eye', 'go']","['star', 'isnnot', 'enough', 'rate', 'product', 'itis', 'saved', 'lot', 'money']"
355,2,True,"03 26, 2017",A2JX7ESVMGXMJY,B001IKJOLW,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/Wolf Grey/White/Pink'}",Marlex,Comfortable shoe.  First time I've ever bought nikes that feel so large.  It feels about 1/2 size too big.  I bought 7.5.  I normally wear exactly that size and on occasion an 8.,Runs large,1490486400,,,2017-03-26,"['comfortable', 'shoe', 'first', 'time', 'ihave', 'ever', 'bought', 'nike', 'feel', 'large', 'feel', 'size', 'big', 'bought', 'normally', 'wear', 'exactly', 'size', 'occasion']","['run', 'large']"
858,5,True,"02 10, 2013",A59KNJGQD1ZJL,B0009RF9DW,{'Size:': ' 196'},Martha-jean R. Johnson,"Since the Thymes comany stopped production of the Filigree, I'm glad to have found a new source.  Their stock will probably run out too, But for the time being I'm thrilled to have my favorite fragrance available.",filigree,1360454400,,,2013-02-10,"['since', 'thyme', 'comany', 'stopped', 'production', 'filigree', 'iam', 'glad', 'found', 'new', 'source', 'stock', 'probably', 'run', 'time', 'iam', 'thrilled', 'favorite', 'fragrance', 'available']",['filigree']
86,5,True,"03 26, 2017",A29GCQQLNLUJGG,B00006L9LC,{'Size:': ' 104'},Martina,"Frequently get compliments on my beautiful shiny hair, great shampoo",Shiny hair,1490486400,,,2017-03-26,"['frequently', 'get', 'compliment', 'beautiful', 'shiny', 'hair', 'great', 'shampoo']","['shiny', 'hair']"
24,5,False,"10 10, 2014",A26M3TN8QICJ3K,B000XXWOGW,,Marty Baker,Great. Just what I needed.,Five Stars,1412899200,,,2014-10-10,"['great', 'needed']","['five', 'star']"
2233,5,True,"12 16, 2014",A26M3TN8QICJ3K,B00DM8KQ2Y,,Marty Baker,"Awesome, exactly what I needed",Five Stars,1418688000,,,2014-12-16,"['awesome', 'exactly', 'needed']","['five', 'star']"
2169,5,True,"02 23, 2015",A26M3TN8QICJ3K,B004XLDE5A,,Marty Baker,Excellent! Exactly what I needed.,Five Stars,1424649600,,,2015-02-23,"['excellent', 'exactly', 'needed']","['five', 'star']"
2347,5,False,"07 25, 2017",A3UTTXFSBNV2V7,B00I0VHS10,"{'Size:': ' Medium', 'Color:': ' Black'}",Mary,My favorite workout pants.  Have had them several months and use several times a week.  Keep me dry and stand up to a llt of washing!,Love these pants!,1500940800,,,2017-07-25,"['favorite', 'workout', 'pant', 'several', 'month', 'use', 'several', 'time', 'week', 'keep', 'dry', 'stand', 'llt', 'washing']","['love', 'pant']"
183,5,True,"03 19, 2018",A3UTTXFSBNV2V7,B001IKJOLW,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Mary,My knees were bothering me during HIIT workouts so i  purchased these shoes after researching many styles.  Fit true to size and are lightweight.  My knees feel better so so hard so good.  They are cute in too!!,My knees feel better so so hard so good,1521417600,,,2018-03-19,"['knee', 'bothering', 'hiit', 'workout', 'purchased', 'shoe', 'researching', 'many', 'style', 'fit', 'true', 'size', 'lightweight', 'knee', 'feel', 'better', 'hard', 'good', 'cute']","['knee', 'feel', 'better', 'hard', 'good']"
511,5,True,"12 5, 2017",A24XAYKFM8XZTR,B0009RF9DW,{'Size:': ' 7.6oz'},Mary &amp; Dave,Best perfume smell and products,Five Stars,1512432000,,,2017-12-05,"['best', 'perfume', 'smell', 'product']","['five', 'star']"
